Name, Surname, Email, Gender, Phone, RollNo, Department, Internships, Skills, Skill Score, Aggregate Pointer, No of KT's, Domain, Performance
Reyansh, Khanna, ReyanshKhanna1061@mail.com, Male, 9293498939, 19it11, it, 0, ['java' |  'microsoft word' |  'microsoft word' |  'machine learning'], 16, 7.8, 1, android developer, low
Aarav, Laghari, AaravLaghari3815@gmail.com, Male, 8680675888, 15ex51, extc, 4, ['web development'], 0, 7.66, 4, machine learning, high
Chahna, Gokhale, ChahnaGokhale2661@gmail.com, Female, 8627560471, 13it04, it, 1, ['microsoft word' |  'java' |  'web scrapping' |  'web scrapping' |  'ruby'], 28, 7.14, 3, dot net developer, extreme low
Esha, Patel, EshaPatel3469@redmail.com, Female, 8863555940, 16ex04, extc, 4, ['web scrapping' |  'java' |  'excell' |  'microsoft word'], 15, 6.74, 5, ios developer, extreme low
Manish, Kashyap, ManishKashyap6373@gmail.com, Male, 8994504048, 18ex57, extc, 2, ['excell'], 2, 7.97, 2, web developer, extreme high
Damini, Kaur, DaminiKaur6769@gmail.com, Female, 9301309104, 14it57, it, 1, ['c' |  'excell' |  'java' |  'c' |  'machine learning'], 24, 8.86, 0, web developer, high
Laasya, Mangal, LaasyaMangal3039@mail.com, Female, 9647230060, 13co45, computer, 0, ['ruby' |  'c' |  'machine learning'], 21, 4.99, 1, web developer, extreme low
Kaia, Ganguly, KaiaGanguly9418@gmail.com, Female, 8627269620, 14it58, it, 2, ['python'], 10, 8.25, 4, web developer, medium
Omala, Jha, OmalaJha8192@hotmail.com, Female, 9114621350, 17ex47, extc, 2, ['web development' |  'excell' |  'microsoft word'], 3, 4.46, 0, web developer, moderate low
Arjun, Ganguly, ArjunGanguly3630@spicemail.com, Male, 9723277271, 19ex30, extc, 3, ['machine learning' |  'python' |  'excell' |  'web scrapping' |  'c'], 32, 9.23, 5, web developer, low
Ansh, Anand, AnshAnand8093@gmail.com, Male, 9848557394, 15ex27, extc, 4, ['ruby' |  'microsoft word'], 9, 7.06, 2, ethical hacking, extreme low
Vihaan, Patel, VihaanPatel7949@spicemail.com, Male, 9283927682, 14ex57, extc, 1, ['web development' |  'python' |  'excell' |  'web development' |  'microsoft word' |  'web scrapping'], 20, 4.89, 4, dot net developer, medium
Akshay, Ghosh, AkshayGhosh4854@mail.com, Male, 9264603300, 17ex12, extc, 1, ['ruby' |  'machine learning' |  'java' |  'microsoft word' |  'web scrapping'], 30, 8.7, 2, web developer, extreme low
Mythri, Joshi, MythriJoshi1923@redmail.com, Female, 8510391745, 14ex16, extc, 4, ['web development' |  'ruby' |  'web development'], 8, 8.14, 0, ethical hacking, high
Chahna, Ghosh, ChahnaGhosh8953@hotmail.com, Female, 8669045604, 15it36, it, 0, ['python' |  'web development' |  'ruby' |  'machine learning' |  'java'], 32, 5.97, 3, android developer, moderate low
Omala, Kaur, OmalaKaur6224@mail.com, Female, 9580501945, 16it10, it, 0, ['ruby' |  'java'], 13, 6.85, 3, dot net developer, moderate high
Zaina, Jha, ZainaJha8627@redmail.com, Female, 9167345858, 17it40, it, 0, ['web development' |  'web development'], 0, 5.94, 4, web developer, moderate high
Muhammad, Gandhi, MuhammadGandhi1311@hotmail.com, Male, 8642336104, 17co24, computer, 1, ['machine learning' |  'ruby' |  'machine learning' |  'c' |  'web scrapping'], 37, 9.55, 2, dot net developer, moderate high
Aarav, Gandhi, AaravGandhi2183@redmail.com, Male, 8193070364, 15ex39, extc, 3, ['web development' |  'c' |  'web scrapping'], 11, 7.7, 1, web developer, extreme low
Arya, Khanna, AryaKhanna7599@mail.com, Female, 8758991723, 19ex46, extc, 2, ['excell' |  'machine learning' |  'excell' |  'excell'], 15, 7.58, 5, machine learning, moderate low
Arjun, Gokhale, ArjunGokhale7918@hotmail.com, Male, 9854356851, 15co53, computer, 0, ['ruby' |  'microsoft word' |  'python' |  'machine learning' |  'java'], 33, 9.32, 4, machine learning, low
Manish, Khatri, ManishKhatri2661@hotmail.com, Male, 8581125060, 16co30, computer, 1, ['microsoft word' |  'microsoft word' |  'java' |  'web scrapping' |  'linux' |  'microsoft word'], 18, 9.4, 0, web developer, extreme low
Damini, Arya, DaminiArya1560@spicemail.com, Female, 9142605588, 13ex46, extc, 1, ['machine learning' |  'linux' |  'microsoft word' |  'c' |  'machine learning' |  'excell'], 28, 5.61, 4, machine learning, low
Laranya, Patel, LaranyaPatel9765@gmail.com, Female, 9812593035, 15ex42, extc, 0, ['web scrapping' |  'machine learning' |  'web scrapping'], 23, 5.3, 3, ios developer, medium
Ayaan, Grover, AyaanGrover3957@redmail.com, Male, 9847723234, 13it23, it, 3, ['web development' |  'excell' |  'linux' |  'c' |  'web scrapping' |  'ruby'], 24, 7.27, 3, ios developer, moderate low
Hanima, Laghari, HanimaLaghari7367@gmail.com, Female, 8392116143, 13ex15, extc, 4, ['ruby' |  'excell'], 10, 6.63, 5, machine learning, extreme low
Nandini, Bakshi, NandiniBakshi4633@spicemail.com, Female, 9256569662, 14co33, computer, 1, ['web development' |  'web development'], 0, 8.7, 0, ios developer, high
Dhruv, Jha, DhruvJha9093@spicemail.com, Male, 8447836533, 15co57, computer, 1, ['c' |  'excell' |  'web scrapping' |  'c' |  'ruby'], 25, 9.24, 2, android developer, moderate high
Ayaan, Ahuja, AyaanAhuja3154@mail.com, Male, 8703220607, 14it58, it, 0, ['c' |  'excell' |  'linux'], 9, 4.84, 1, web developer, low
Om, Agarwal, OmAgarwal5586@mail.com, Male, 9349861998, 17ex32, extc, 4, ['machine learning' |  'web development' |  'python' |  'excell' |  'excell' |  'web scrapping'], 30, 7.89, 4, dot net developer, medium
Ajay, Khatri, AjayKhatri2641@gmail.com, Male, 9392143748, 19co21, computer, 0, ['web development' |  'java' |  'microsoft word' |  'ruby' |  'java'], 19, 7.23, 5, machine learning, extreme low
Rhea, Malhotra, RheaMalhotra5219@spicemail.com, Female, 8536825166, 19co50, computer, 3, ['python' |  'web development' |  'c'], 14, 6.83, 3, android developer, moderate high
Zaina, Iyer, ZainaIyer2338@gmail.com, Female, 9943367102, 15ex30, extc, 3, ['machine learning' |  'java' |  'web development'], 14, 4.64, 5, machine learning, moderate low
Sai, Jha, SaiJha9332@redmail.com, Male, 8786520769, 16it27, it, 3, ['java'], 5, 6.7, 1, machine learning, moderate low
Hanima, Laghari, HanimaLaghari3286@hotmail.com, Female, 9561434857, 17co15, computer, 1, ['ruby' |  'ruby' |  'linux' |  'excell' |  'linux'], 24, 4.8, 1, machine learning, moderate low
Pooja, Khanna, PoojaKhanna9549@gmail.com, Female, 8798529110, 14co58, computer, 0, ['linux' |  'java' |  'python' |  'microsoft word' |  'java' |  'ruby'], 32, 6.3, 4, ethical hacking, extreme high
Laranya, Kaur, LaranyaKaur8567@spicemail.com, Female, 8876413494, 18ex40, extc, 3, ['web development'], 0, 8.68, 3, android developer, low
Sai, Jha, SaiJha3940@gmail.com, Male, 8148890855, 15it03, it, 2, ['linux' |  'linux' |  'microsoft word' |  'microsoft word' |  'microsoft word'], 9, 4.64, 4, ethical hacking, extreme low
Omala, Malhotra, OmalaMalhotra2122@redmail.com, Female, 9780487382, 19ex13, extc, 0, ['machine learning' |  'web development' |  'c'], 13, 8.18, 5, android developer, high
Zahira, Khatri, ZahiraKhatri8978@spicemail.com, Female, 8906133569, 13it44, it, 0, ['microsoft word' |  'java' |  'microsoft word' |  'linux'], 10, 6.15, 4, ethical hacking, extreme low
Arya, Bakshi, AryaBakshi6864@gmail.com, Female, 8744351108, 16co04, computer, 4, ['microsoft word' |  'python' |  'microsoft word'], 12, 5.71, 5, ios developer, moderate high
Muhammad, Reddy, MuhammadReddy9159@redmail.com, Male, 8133215973, 17ex43, extc, 0, ['ruby' |  'microsoft word' |  'ruby'], 17, 4.73, 0, android developer, extreme high
Anik, Reddy, AnikReddy3057@spicemail.com, Male, 8404072253, 16it14, it, 0, ['ruby' |  'web scrapping'], 15, 8.85, 3, web developer, medium
Chahna, Dhar, ChahnaDhar9616@spicemail.com, Female, 9488051965, 13it20, it, 1, ['c' |  'java'], 9, 8.89, 2, machine learning, moderate low
Sai, Joshi, SaiJoshi9984@redmail.com, Male, 8693371596, 18it04, it, 1, ['java' |  'microsoft word'], 6, 8.64, 3, web developer, moderate high
Mangala, Kashyap, MangalaKashyap6630@mail.com, Female, 9934651334, 17co39, computer, 1, ['c' |  'microsoft word' |  'c' |  'web development' |  'java' |  'microsoft word'], 15, 6.3, 2, machine learning, moderate high
Falguni, Jain, FalguniJain7289@hotmail.com, Female, 9876362310, 15co42, computer, 2, ['web scrapping' |  'java' |  'python' |  'machine learning' |  'web scrapping'], 38, 9.67, 0, machine learning, medium
Gazala, Grover, GazalaGrover6536@hotmail.com, Female, 9282244713, 16ex23, extc, 4, ['java' |  'c' |  'c' |  'python' |  'web scrapping'], 30, 9.06, 5, web developer, medium
Laranya, Reddy, LaranyaReddy3788@spicemail.com, Female, 8957185890, 13ex27, extc, 3, ['c' |  'java'], 9, 4.32, 5, android developer, moderate high
Omala, Ganguly, OmalaGanguly7269@mail.com, Female, 8129858031, 13co49, computer, 4, ['excell' |  'python' |  'python' |  'machine learning' |  'python' |  'ruby'], 49, 5.09, 0, dot net developer, extreme high
Krish, Mangal, KrishMangal2284@hotmail.com, Male, 8311750589, 19co60, computer, 2, ['java' |  'web development' |  'ruby' |  'web development' |  'web scrapping' |  'linux'], 23, 8.74, 2, web developer, extreme high
Vihaan, Bakshi, VihaanBakshi2162@hotmail.com, Male, 8321291631, 19ex15, extc, 3, ['python' |  'java'], 15, 4.74, 5, ethical hacking, extreme low
Vihaan, Agarwal, VihaanAgarwal3332@spicemail.com, Male, 9181916548, 13ex52, extc, 1, ['c'], 4, 4.3, 0, web developer, extreme low
Mythri, Patel, MythriPatel4774@mail.com, Female, 9433961537, 15it38, it, 3, ['web development' |  'linux' |  'microsoft word' |  'microsoft word'], 5, 7.06, 2, android developer, moderate high
Ansh, Jain, AnshJain6262@redmail.com, Male, 8813094179, 16co35, computer, 0, ['java'], 5, 5.92, 5, ios developer, extreme high
Arush, Iyer, ArushIyer8040@mail.com, Male, 9266178164, 19ex05, extc, 0, ['web scrapping' |  'web development' |  'ruby' |  'python' |  'linux' |  'ruby'], 36, 9.67, 2, machine learning, moderate low
Gazala, Chopra, GazalaChopra8492@redmail.com, Female, 8802131082, 19it01, it, 0, ['machine learning' |  'java' |  'c'], 18, 7.31, 0, ios developer, medium
Krish, Joshi, KrishJoshi2992@redmail.com, Male, 9814818258, 15it52, it, 0, ['machine learning'], 9, 6.48, 4, web developer, moderate low
Hanima, Gupta, HanimaGupta9525@redmail.com, Female, 8778619251, 18co42, computer, 0, ['python' |  'web development'], 10, 6.66, 3, android developer, low
Atharv, Kaur, AtharvKaur4248@gmail.com, Male, 8420666222, 13ex23, extc, 2, ['excell' |  'web scrapping' |  'machine learning'], 18, 6.62, 4, ethical hacking, extreme low
Krishna, Agarwal, KrishnaAgarwal9940@redmail.com, Male, 9757185605, 17co39, computer, 4, ['linux' |  'java' |  'ruby'], 16, 5.97, 2, machine learning, high
Arjun, Mangal, ArjunMangal5025@hotmail.com, Male, 8782547133, 17it01, it, 0, ['web development' |  'machine learning'], 9, 6.0, 2, web developer, high
Krish, Joshi, KrishJoshi3848@hotmail.com, Male, 9797107019, 13it30, it, 2, ['web scrapping' |  'excell' |  'linux' |  'web development'], 12, 4.18, 1, ios developer, extreme low
Arya, Bakshi, AryaBakshi5857@gmail.com, Female, 9844164101, 15co27, computer, 3, ['python' |  'linux'], 13, 8.3, 4, machine learning, moderate high
Om, Bakshi, OmBakshi5677@spicemail.com, Male, 9473843403, 15it45, it, 4, ['microsoft word' |  'linux'], 4, 4.17, 2, dot net developer, medium
Aesha, Jain, AeshaJain1337@spicemail.com, Female, 9591421989, 14co44, computer, 1, ['web scrapping' |  'python'], 17, 8.34, 1, machine learning, moderate high
Arya, Gokhale, AryaGokhale1417@hotmail.com, Female, 8997802762, 19co57, computer, 4, ['linux' |  'microsoft word' |  'java' |  'excell' |  'machine learning' |  'microsoft word'], 21, 5.19, 0, dot net developer, medium
Nandini, Gupta, NandiniGupta2860@hotmail.com, Female, 8748420599, 16ex29, extc, 4, ['web scrapping' |  'java' |  'java'], 17, 5.07, 5, web developer, medium
Mangala, Patel, MangalaPatel6779@mail.com, Female, 9143158099, 16ex49, extc, 3, ['java' |  'ruby' |  'java'], 18, 6.59, 5, ios developer, moderate low
Chahna, Kapadia, ChahnaKapadia2050@mail.com, Female, 8664746896, 14ex08, extc, 4, ['web development' |  'web scrapping'], 7, 6.9, 5, dot net developer, high
Aarav, Jain, AaravJain7867@hotmail.com, Male, 8763715126, 17ex24, extc, 3, ['excell' |  'ruby' |  'linux' |  'c' |  'web development'], 17, 7.18, 1, web developer, high
Vilina, Kapadia, VilinaKapadia4943@mail.com, Female, 9422787549, 18co33, computer, 4, ['excell' |  'web scrapping' |  'microsoft word' |  'c' |  'machine learning'], 23, 5.9, 5, web developer, moderate low
Vilina, Iyer, VilinaIyer7890@redmail.com, Female, 8691844444, 13it49, it, 3, ['linux'], 3, 8.43, 4, android developer, low
Falguni, Kapadia, FalguniKapadia9172@mail.com, Female, 8176601879, 14it11, it, 1, ['c' |  'c' |  'microsoft word' |  'python' |  'microsoft word' |  'java'], 25, 9.89, 5, web developer, moderate low
Kaia, Reddy, KaiaReddy7983@hotmail.com, Female, 8579186904, 14it21, it, 3, ['linux' |  'java' |  'c'], 12, 4.45, 5, android developer, low
Om, Ahuja, OmAhuja4143@redmail.com, Male, 9762008178, 13ex48, extc, 0, ['microsoft word' |  'machine learning' |  'microsoft word' |  'web development' |  'linux' |  'microsoft word'], 15, 9.63, 5, android developer, extreme high
Aesha, Agarwal, AeshaAgarwal3724@spicemail.com, Female, 8895798328, 18ex43, extc, 4, ['c' |  'ruby' |  'python' |  'excell'], 24, 4.57, 5, dot net developer, high
Zahira, Grover, ZahiraGrover4928@hotmail.com, Female, 9627735640, 16co58, computer, 1, ['web development' |  'machine learning'], 9, 9.48, 4, web developer, moderate low
Sai, Khatri, SaiKhatri6546@mail.com, Male, 8902871409, 14ex28, extc, 4, ['web scrapping' |  'c' |  'linux' |  'machine learning'], 23, 7.46, 2, ethical hacking, extreme low
Madhavaditya, Agarwal, MadhavadityaAgarwal1461@redmail.com, Male, 8620396678, 16co41, computer, 4, ['python' |  'java' |  'python' |  'web scrapping' |  'python' |  'linux'], 45, 5.15, 0, android developer, low
Atharv, Dhar, AtharvDhar4159@redmail.com, Male, 9528771119, 19co13, computer, 3, ['linux'], 3, 7.83, 0, machine learning, extreme low
Gazala, Ghosh, GazalaGhosh9242@mail.com, Female, 9540077627, 19ex42, extc, 0, ['java' |  'ruby'], 13, 8.44, 1, machine learning, extreme high
Rudra, Jain, RudraJain3729@mail.com, Male, 9310037176, 16co32, computer, 2, ['microsoft word' |  'machine learning'], 10, 7.66, 4, ios developer, high
Kabir, Reddy, KabirReddy6819@gmail.com, Male, 9893419263, 13it15, it, 1, ['c' |  'microsoft word'], 5, 6.61, 2, machine learning, moderate high
Nandini, Grover, NandiniGrover5944@gmail.com, Female, 9870113422, 17it07, it, 4, ['microsoft word'], 1, 7.78, 2, android developer, moderate high
Ansh, Khatri, AnshKhatri5616@mail.com, Male, 9188376763, 15ex39, extc, 1, ['linux' |  'microsoft word' |  'java' |  'java'], 14, 6.98, 4, ios developer, extreme low
Dulari, Kaur, DulariKaur5254@mail.com, Female, 8813395879, 15it48, it, 1, ['c' |  'web development'], 4, 7.85, 0, machine learning, medium
Gazala, Agarwal, GazalaAgarwal4563@gmail.com, Female, 9393721043, 15co47, computer, 2, ['excell'], 2, 4.54, 5, dot net developer, moderate high
Madhavaditya, Joshi, MadhavadityaJoshi8413@mail.com, Male, 9932774844, 17it51, it, 4, ['c' |  'linux' |  'python' |  'linux'], 20, 7.79, 2, android developer, high
Dulari, Arya, DulariArya1389@spicemail.com, Female, 8454843366, 15co25, computer, 1, ['web scrapping'], 7, 6.4, 5, ios developer, extreme low
Kabir, Reddy, KabirReddy1968@gmail.com, Male, 8388720381, 19ex06, extc, 0, ['microsoft word'], 1, 8.72, 5, ios developer, moderate low
Chahna, Jain, ChahnaJain7034@gmail.com, Female, 9703488283, 19ex28, extc, 1, ['excell' |  'python' |  'machine learning' |  'web development' |  'excell'], 23, 4.44, 4, machine learning, moderate low
Dulari, Jain, DulariJain6474@hotmail.com, Female, 9777837597, 19ex35, extc, 2, ['ruby' |  'machine learning' |  'web development' |  'c'], 21, 5.42, 4, ios developer, extreme low
Ayaan, Gupta, AyaanGupta7883@redmail.com, Male, 8806324341, 17ex19, extc, 1, ['microsoft word' |  'web scrapping' |  'microsoft word' |  'linux' |  'web development' |  'python'], 22, 7.58, 5, ethical hacking, medium
Ansh, Jain, AnshJain2783@hotmail.com, Male, 8477342729, 17co47, computer, 0, ['java' |  'linux' |  'python' |  'excell' |  'web development'], 20, 7.19, 2, ios developer, extreme low
Laranya, Ghosh, LaranyaGhosh4786@gmail.com, Female, 9940794576, 16ex04, extc, 2, ['web scrapping' |  'c'], 11, 8.52, 5, android developer, moderate high
Ayaan, Kaur, AyaanKaur2529@hotmail.com, Male, 8634727270, 19co56, computer, 4, ['microsoft word'], 1, 7.65, 2, dot net developer, high
Aarav, Bakshi, AaravBakshi2014@hotmail.com, Male, 9766918193, 19ex49, extc, 0, ['ruby' |  'machine learning' |  'c'], 21, 9.71, 2, ios developer, moderate low
Damini, Grover, DaminiGrover1850@hotmail.com, Female, 9407292555, 13co19, computer, 0, ['ruby' |  'machine learning' |  'microsoft word' |  'ruby' |  'ruby' |  'web scrapping'], 41, 7.57, 2, ethical hacking, moderate high
Adhira, Kashyap, AdhiraKashyap2551@mail.com, Female, 9438289880, 14it38, it, 0, ['java' |  'linux' |  'java' |  'python' |  'java' |  'ruby'], 36, 9.91, 3, web developer, moderate low
Krishna, Mangal, KrishnaMangal7524@hotmail.com, Male, 8334612697, 13ex23, extc, 4, ['web scrapping' |  'microsoft word'], 8, 4.41, 3, dot net developer, high
Mahika, Malhotra, MahikaMalhotra8020@mail.com, Female, 9718409132, 13co06, computer, 0, ['java' |  'c' |  'excell' |  'web scrapping' |  'excell' |  'web scrapping'], 27, 6.41, 2, machine learning, moderate low
Gazala, Anthony, GazalaAnthony5375@mail.com, Female, 8557267246, 18ex29, extc, 0, ['web scrapping' |  'python' |  'excell' |  'web development'], 19, 7.92, 5, web developer, extreme high
Roshni, Ahuja, RoshniAhuja6210@mail.com, Female, 9333963314, 15co14, computer, 0, ['web scrapping'], 7, 5.17, 1, ios developer, low
Raahithya, Gupta, RaahithyaGupta7854@hotmail.com, Male, 9601373487, 19it41, it, 1, ['microsoft word' |  'machine learning' |  'python' |  'web development'], 20, 9.13, 1, ethical hacking, extreme high
Krish, Ghosh, KrishGhosh2473@gmail.com, Male, 9481084340, 17it42, it, 3, ['web scrapping' |  'python' |  'machine learning' |  'ruby' |  'microsoft word'], 35, 5.14, 4, ios developer, extreme high
Chahna, Bakshi, ChahnaBakshi6986@spicemail.com, Female, 9646838264, 14co60, computer, 2, ['excell' |  'ruby' |  'web scrapping' |  'web development' |  'web development' |  'web scrapping'], 24, 4.59, 4, ios developer, extreme high
Shaurya, Malhotra, ShauryaMalhotra8124@gmail.com, Male, 8635016916, 19co08, computer, 4, ['machine learning' |  'web development' |  'web development' |  'web scrapping' |  'web scrapping' |  'linux'], 26, 6.13, 1, ios developer, moderate high
Rhea, Patel, RheaPatel1439@mail.com, Female, 9130466464, 13co21, computer, 1, ['machine learning' |  'web development' |  'web scrapping' |  'machine learning' |  'linux' |  'web development'], 28, 9.67, 5, ethical hacking, moderate low
Amara, Anand, AmaraAnand7745@gmail.com, Female, 9351108996, 14it59, it, 0, ['linux' |  'linux' |  'excell'], 8, 4.0, 4, ethical hacking, high
Mahika, Kapadia, MahikaKapadia2789@mail.com, Female, 9370645188, 14ex57, extc, 2, ['web scrapping' |  'ruby'], 15, 8.83, 0, machine learning, moderate high
Aryan, Grover, AryanGrover2318@redmail.com, Male, 9262772981, 19ex05, extc, 2, ['excell' |  'ruby' |  'ruby' |  'microsoft word'], 19, 7.87, 1, machine learning, extreme high
Esha, Ghosh, EshaGhosh6990@gmail.com, Female, 9170441193, 17ex51, extc, 3, ['linux'], 3, 7.83, 5, ios developer, extreme low
Vivaan, Anand, VivaanAnand5099@mail.com, Male, 9991980222, 14co55, computer, 1, ['excell'], 2, 5.4, 5, dot net developer, extreme high
Arjun, Anand, ArjunAnand1940@mail.com, Male, 8246323869, 16it30, it, 2, ['web development' |  'web development' |  'excell' |  'linux' |  'ruby'], 13, 9.65, 2, machine learning, medium
Gazala, Jain, GazalaJain5057@redmail.com, Female, 9357518252, 17it55, it, 0, ['excell' |  'web development' |  'excell' |  'microsoft word' |  'machine learning'], 14, 8.01, 4, android developer, high
Raahithya, Arya, RaahithyaArya2947@mail.com, Male, 8268662847, 17co17, computer, 4, ['java' |  'python'], 15, 4.16, 3, web developer, extreme low
Aarav, Kashyap, AaravKashyap2937@redmail.com, Male, 8134526387, 16ex31, extc, 0, ['python' |  'excell' |  'web scrapping' |  'excell' |  'ruby'], 29, 9.4, 4, machine learning, medium
Ajay, Chopra, AjayChopra6553@redmail.com, Male, 9967743349, 18co23, computer, 0, ['web scrapping' |  'microsoft word' |  'web development' |  'java'], 13, 9.32, 5, machine learning, extreme high
Aditya, Khanna, AdityaKhanna8321@hotmail.com, Male, 9579203669, 19co32, computer, 2, ['c' |  'excell' |  'java'], 11, 5.1, 4, web developer, moderate low
Arya, Anthony, AryaAnthony4631@spicemail.com, Female, 9946587455, 17it07, it, 4, ['linux'], 3, 8.58, 0, machine learning, moderate high
Mythri, Joshi, MythriJoshi7939@mail.com, Female, 9588893438, 14ex14, extc, 3, ['python'], 10, 8.85, 2, web developer, medium
Vilina, Jha, VilinaJha6572@mail.com, Female, 8684866218, 17it17, it, 2, ['java'], 5, 6.05, 1, dot net developer, high
Laasya, Kapadia, LaasyaKapadia4075@hotmail.com, Female, 9600494969, 19it35, it, 4, ['linux' |  'excell' |  'excell'], 7, 6.14, 5, dot net developer, moderate high
Kabir, Gupta, KabirGupta3052@gmail.com, Male, 9869658468, 15co34, computer, 4, ['ruby' |  'python'], 18, 9.84, 0, dot net developer, extreme high
Arya, Dhar, AryaDhar2639@spicemail.com, Female, 9526232864, 19co29, computer, 4, ['microsoft word' |  'c' |  'python' |  'web scrapping'], 22, 4.8, 5, web developer, low
Mahika, Anand, MahikaAnand9644@spicemail.com, Female, 9791106702, 15co11, computer, 2, ['web development' |  'web development' |  'web development' |  'python' |  'linux' |  'linux'], 16, 4.61, 4, ethical hacking, extreme low
Manish, Khatri, ManishKhatri7331@hotmail.com, Male, 8587621847, 17it02, it, 1, ['machine learning' |  'c' |  'web development' |  'excell'], 15, 9.75, 0, ethical hacking, extreme high
Chetan, Gandhi, ChetanGandhi9515@gmail.com, Male, 9933036870, 15ex07, extc, 2, ['java' |  'ruby' |  'java' |  'ruby'], 26, 9.51, 4, ios developer, extreme low
Esha, Laghari, EshaLaghari1769@spicemail.com, Female, 9357022366, 18co44, computer, 4, ['c' |  'excell' |  'c' |  'microsoft word' |  'machine learning' |  'machine learning'], 29, 8.99, 3, dot net developer, moderate low
Kabir, Gupta, KabirGupta6255@mail.com, Male, 8403633173, 16it40, it, 0, ['python' |  'java' |  'java' |  'excell'], 22, 5.62, 3, web developer, moderate high
Arya, Joshi, AryaJoshi3814@gmail.com, Female, 8927526431, 14ex45, extc, 4, ['ruby' |  'microsoft word'], 9, 8.55, 4, ios developer, extreme low
Arush, Reddy, ArushReddy5020@mail.com, Male, 9143657833, 19ex17, extc, 3, ['microsoft word' |  'c' |  'java' |  'web development' |  'microsoft word' |  'excell'], 13, 7.08, 3, ios developer, extreme high
Krishna, Anand, KrishnaAnand9372@gmail.com, Male, 8737186498, 14ex14, extc, 4, ['python' |  'machine learning' |  'python' |  'ruby'], 37, 9.88, 5, machine learning, moderate high
Shaurya, Mangal, ShauryaMangal4915@hotmail.com, Male, 9995640255, 15ex09, extc, 4, ['python' |  'machine learning'], 19, 7.29, 1, dot net developer, medium
Omala, Agarwal, OmalaAgarwal1882@spicemail.com, Female, 8669559205, 14ex33, extc, 3, ['web development' |  'java' |  'web development' |  'linux'], 8, 6.6, 4, ios developer, moderate low
Akshay, Patel, AkshayPatel6625@hotmail.com, Male, 8977334660, 16co01, computer, 1, ['web scrapping' |  'ruby' |  'excell'], 17, 6.28, 5, android developer, extreme high
Chahna, Kaur, ChahnaKaur5335@redmail.com, Female, 9179052988, 16ex29, extc, 4, ['python' |  'ruby' |  'python' |  'python' |  'linux'], 41, 6.56, 2, android developer, extreme high
Rhea, Khatri, RheaKhatri3727@spicemail.com, Female, 8519721369, 14co09, computer, 3, ['web development' |  'python' |  'microsoft word' |  'web development' |  'web development'], 11, 4.98, 5, ios developer, low
Ayaan, Ahuja, AyaanAhuja8267@mail.com, Male, 8622507496, 17ex54, extc, 2, ['excell' |  'python' |  'ruby'], 20, 9.44, 1, ethical hacking, moderate high
Mythri, Agarwal, MythriAgarwal4164@spicemail.com, Female, 9130362448, 17co54, computer, 2, ['machine learning' |  'java' |  'excell' |  'excell'], 18, 6.85, 0, ios developer, extreme high
Ayaan, Agarwal, AyaanAgarwal7744@mail.com, Male, 9739656171, 15co59, computer, 1, ['ruby' |  'microsoft word'], 9, 7.25, 3, ethical hacking, low
Ansh, Ghosh, AnshGhosh3564@hotmail.com, Male, 8163593855, 15ex50, extc, 3, ['java' |  'linux' |  'python'], 18, 4.55, 2, ethical hacking, extreme high
Ansh, Mangal, AnshMangal3648@gmail.com, Male, 9777455970, 13it32, it, 0, ['web development' |  'excell' |  'web development' |  'machine learning' |  'web development' |  'excell'], 13, 5.63, 1, machine learning, extreme high
Arnav, Jha, ArnavJha2152@hotmail.com, Male, 9685982913, 15ex20, extc, 2, ['microsoft word' |  'python'], 11, 6.67, 0, machine learning, low
Kabir, Reddy, KabirReddy8742@spicemail.com, Male, 8299846100, 18ex42, extc, 1, ['web development' |  'excell'], 2, 9.83, 2, dot net developer, extreme low
Arush, Jain, ArushJain4163@mail.com, Male, 8873689339, 18ex32, extc, 4, ['c'], 4, 6.82, 5, ethical hacking, moderate low
Ajay, Khanna, AjayKhanna3442@spicemail.com, Male, 9676328302, 15ex48, extc, 0, ['web development' |  'microsoft word'], 1, 8.8, 5, web developer, moderate high
Mahika, Malhotra, MahikaMalhotra6840@hotmail.com, Female, 9753979737, 15it51, it, 1, ['microsoft word' |  'web development' |  'web scrapping' |  'python'], 18, 5.58, 3, dot net developer, low
Omala, Bakshi, OmalaBakshi7062@spicemail.com, Female, 9755551771, 14ex15, extc, 2, ['web scrapping' |  'linux' |  'web scrapping' |  'linux' |  'web scrapping' |  'microsoft word'], 28, 4.69, 0, dot net developer, extreme high
Atharv, Gokhale, AtharvGokhale7398@redmail.com, Male, 9148239448, 16co54, computer, 4, ['excell' |  'microsoft word' |  'web scrapping' |  'linux'], 13, 6.71, 1, dot net developer, extreme high
Manish, Kaur, ManishKaur8144@gmail.com, Male, 9481525770, 15it47, it, 0, ['machine learning' |  'java' |  'microsoft word' |  'linux'], 18, 8.32, 3, ios developer, extreme high
Mythri, Khanna, MythriKhanna5647@redmail.com, Female, 8243002860, 13it05, it, 4, ['java' |  'c' |  'java' |  'ruby' |  'web scrapping'], 29, 4.71, 0, dot net developer, moderate low
Anik, Gandhi, AnikGandhi9956@hotmail.com, Male, 9312311885, 16it09, it, 1, ['microsoft word'], 1, 4.61, 3, machine learning, extreme low
Kamala, Kashyap, KamalaKashyap4168@mail.com, Female, 8258592608, 15co39, computer, 3, ['web scrapping'], 7, 8.09, 5, dot net developer, low
